altitude_km,velocity_ms,alpha_deg,Twall_K,ood_source
25.647284734005773,4976.775433011945,5.0120876434472255,1461.9554061860147,low_altitude
18.579004071523148,4692.384522796671,13.760897937090942,462.9830019628741,low_altitude
15.160164196772216,8135.226664508809,11.848638247578243,545.1845948275032,low_altitude
17.29790610642033,4514.477506686479,16.30546793530232,1256.326383337266,low_altitude
14.508650749315038,6592.307825804989,4.59646232188799,1150.4377163629474,low_altitude
10.56149111459878,9444.375407144791,2.886982235829895,1081.389506281198,low_altitude
13.125519277291307,7054.805545156164,18.42218144431861,1044.746442283963,low_altitude
20.663463951296677,5990.42046437166,1.337940663418662,1395.822182389104,low_altitude
10.894630937588515,7251.105633049814,3.7443074366618125,613.8335921052815,low_altitude
16.582128230038123,8038.871872850596,8.3976960961681,1336.4867606288003,low_altitude
19.866760103681827,7887.881572905261,14.732028718849202,1445.0060028662256,low_altitude
26.64696527963444,6829.389699418307,10.373237078223404,406.4619480488716,low_altitude
14.413104071045353,9847.26155831372,15.933696947431486,450.60791635351086,low_altitude
104.52002656498709,11894.270432343985,17.69602720380286,528.1095905295881,shifted_velocity
81.9453014353611,11769.074389312935,18.184773761687936,797.4050695188096,shifted_velocity
87.02042402517333,10850.49856266234,16.81511728992678,1286.1780031544433,shifted_velocity
33.662356502257275,11964.023165948363,19.51262409156748,740.2253763312488,shifted_velocity
72.23326626660332,10455.846028524464,16.90165481442614,710.9742769974405,shifted_velocity
84.2431010583368,11323.572638651525,17.89789745897178,937.8357920625656,shifted_velocity
42.7706617696901,10228.469368029395,17.145563671385283,1175.4528879672152,shifted_velocity
79.42659065057605,10767.065951580611,15.576941901763913,1060.9166182859492,shifted_velocity
39.0640866365562,11713.623235751482,19.987527660834466,1048.3239509978778,shifted_velocity
69.55948393664087,10515.743934089971,16.30962173314798,555.8438451229736,shifted_velocity
36.9275560002308,11255.075694605526,15.823656306800386,1413.4483199959054,shifted_velocity
50.2909712335742,10175.912257349642,19.072922277814687,583.4691553101386,shifted_velocity
94.95225670801331,11091.054900050054,17.556184339078,1368.6916886467584,shifted_velocity
46.33764681188253,11134.483360007149,15.167200668758998,443.01378846657684,shifted_velocity
99.52724314926213,10977.724083187588,18.032797233372627,1244.8873978583986,shifted_velocity
54.66333349529158,10928.119807576064,18.96663618819792,314.8604210571942,shifted_velocity
53.346593457207206,11446.768812352826,19.220727362941982,408.19562768519296,shifted_velocity
32.043863176906186,10611.993952958846,16.480378203619292,1218.4395464142167,shifted_velocity
108.50862240111083,10673.238575970892,15.053867768479373,1434.928598710273,shifted_velocity
75.32648039711022,10364.617649333451,15.980885185870175,644.9749961310968,shifted_velocity
91.67784786990777,10009.957662329987,17.231501154264393,1497.3953828116394,shifted_velocity
106.02308329061115,11477.244534391253,15.48614259457001,863.2838714417192,shifted_velocity
62.808064815553266,11020.502003316442,18.60554213005935,999.8632520106921,shifted_velocity
68.4735211993783,11588.465965533505,18.786026028589443,1308.0832599694374,shifted_velocity
117.49123251691867,11347.247328510759,16.61055427381202,966.3770579699813,shifted_velocity
112.66135800601617,11856.243143593103,19.76884519819393,358.09343292103154,shifted_velocity
98.11921205815965,10122.247716297126,18.485323005238264,681.847246838663,shifted_velocity
115.41119388382361,11646.247948709442,17.498598970732317,841.1298656259952,shifted_velocity
57.13832536874845,10294.716219296419,16.086830620878583,1121.8396844785048,shifted_velocity
65.0080179834502,10560.49336711847,19.468022877669913,464.3012776845982,shifted_velocity
